id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1734901202 ,fb15480b-bd66-3c66-8ce9-e3a81aae6ea8,  -15.066450 ,  -42.327400 ,2024-11-30 16:58:00,Brasil,BAHIA,MORTUGABA,Caatinga
 1734901239 ,b3bbd1bf-1869-35e4-a07f-af56a6cc0c07,  -16.261750 ,  -39.419780 ,2024-11-30 16:58:00,Brasil,BAHIA,EUNÁPOLIS,Mata Atlântica
 1734901268 ,ec756bd2-d2ba-33f4-a355-296771b84e69,   -9.390920 ,  -39.946510 ,2024-11-30 17:02:00,Brasil,BAHIA,JUAZEIRO,Caatinga
 1734901302 ,681e0f54-394e-32f2-b7ec-85fa7ee64963,  -12.180900 ,  -43.392780 ,2024-11-30 17:00:00,Brasil,BAHIA,MUQUÉM DO SÃO FRANCISCO,Cerrado
 1734901363 ,9a388c58-e7ef-3989-add6-473436deda0b,  -13.235610 ,  -40.943450 ,2024-11-30 17:00:00,Brasil,BAHIA,ITAETÉ,Caatinga
 1734901385 ,b5efaebd-a525-3a7f-99d7-e722dc6ba497,  -11.525570 ,  -41.416800 ,2024-11-30 17:00:00,Brasil,BAHIA,MORRO DO CHAPÉU,Caatinga
 1734901398 ,33bfae0b-7a1d-32fb-bb74-db3e3bba7819,  -14.276120 ,  -41.660310 ,2024-11-30 17:00:00,Brasil,BAHIA,BRUMADO,Caatinga
 1734901493 ,2ad0b110-3d0e-321d-adcb-4ccc6d26d8e0,  -13.283790 ,  -40.988740 ,2024-11-30 17:00:00,Brasil,BAHIA,IRAMAIA,Caatinga
 1734901551 ,fa376387-1a87-30d2-acb1-5ab8e1ffdcb9,  -12.208950 ,  -40.207810 ,2024-11-30 17:00:00,Brasil,BAHIA,MACAJUBA,Caatinga
 1734901554 ,a49cc6cb-4697-359a-bda4-fbfa9dc437aa,  -15.062980 ,  -42.351140 ,2024-11-30 16:58:00,Brasil,BAHIA,MORTUGABA,Caatinga
 1734901559 ,cbd7e832-2a42-313c-a051-75a77ac9c370,  -12.299140 ,  -41.878410 ,2024-11-30 17:00:00,Brasil,BAHIA,SEABRA,Caatinga
 1734901581 ,41b6a69e-dcab-3096-9327-90a3955a5aec,  -13.238250 ,  -40.935480 ,2024-11-30 17:00:00,Brasil,BAHIA,IRAMAIA,Caatinga
 1734901625 ,330bfe5d-69a1-3a2c-9cc8-6f17875e8a9c,  -13.353760 ,  -40.818610 ,2024-11-30 17:00:00,Brasil,BAHIA,IRAMAIA,Caatinga
 1735029327 ,708a71f1-3b87-35c8-9dcf-ceeb08eff761,  -12.776650 ,  -45.558700 ,2024-12-01 17:41:00,Brasil,BAHIA,SÃO DESIDÉRIO,Cerrado
 1735029502 ,2dedab35-ff7b-37c3-b459-4ff214019787,  -11.947080 ,  -44.301850 ,2024-12-01 17:41:00,Brasil,BAHIA,COTEGIPE,Cerrado
 1735029743 ,b5e388ba-514c-3886-a818-a1aacf86ad67,  -11.276360 ,  -44.536430 ,2024-12-01 17:41:00,Brasil,BAHIA,SANTA RITA DE CÁSSIA,Cerrado
 1735029885 ,48d8f798-b3ae-36fb-8fbb-f80ba83dd9a0,  -11.275930 ,  -44.542120 ,2024-12-01 17:41:00,Brasil,BAHIA,SANTA RITA DE CÁSSIA,Cerrado
 1735029938 ,c558583a-3b31-373f-a57f-eb90b1ded04a,  -11.775010 ,  -44.637670 ,2024-12-01 17:41:00,Brasil,BAHIA,ANGICAL,Cerrado
 1735154684 ,125ac824-66f0-3a1d-be08-17924fb0e21f,  -15.623950 ,  -40.819360 ,2024-12-02 16:39:00,Brasil,BAHIA,ENCRUZILHADA,Mata Atlântica
 1735154708 ,be9b1661-4923-3536-a8b1-407d382cde89,  -15.497060 ,  -40.621120 ,2024-12-02 16:39:00,Brasil,BAHIA,RIBEIRÃO DO LARGO,Mata Atlântica
 1735154723 ,b9abc77d-8e0f-3b0a-9e91-65d10fe660b2,  -13.048990 ,  -38.877490 ,2024-12-02 16:41:00,Brasil,BAHIA,JAGUARIPE,Mata Atlântica
 1735154754 ,15736b9a-b451-3b2d-a737-d964b2d85fc4,  -15.499090 ,  -40.627640 ,2024-12-02 16:39:00,Brasil,BAHIA,RIBEIRÃO DO LARGO,Mata Atlântica
 1735154824 ,03e28275-8260-3d82-8c32-1ae51b177870,  -15.620660 ,  -40.788690 ,2024-12-02 16:39:00,Brasil,BAHIA,ENCRUZILHADA,Mata Atlântica
